Year,Country,Energy_Consumption,Growth_Rate
1998,Australia_Growth_Rate,2.970297029702973,2.970297029702973
1999,Australia_Growth_Rate,1.9230769230769162,1.9230769230769162
2000,Australia_Growth_Rate,1.8867924528301883,1.8867924528301883
2001,Australia_Growth_Rate,-1.851851851851849,-1.851851851851849
2002,Australia_Growth_Rate,2.8301886792452935,2.8301886792452935
2003,Australia_Growth_Rate,1.83486238532109,1.83486238532109
2004,Australia_Growth_Rate,1.8018018018018056,1.8018018018018056
2005,Australia_Growth_Rate,0.0,0.0
2006,Australia_Growth_Rate,4.424778761061954,4.424778761061954
2007,Australia_Growth_Rate,2.5423728813559254,2.5423728813559254
2008,Australia_Growth_Rate,4.132231404958686,4.132231404958686
2009,Australia_Growth_Rate,0.0,0.0
2010,Australia_Growth_Rate,0.0,0.0
2011,Australia_Growth_Rate,0.7936507936507908,0.7936507936507908
2012,Australia_Growth_Rate,-0.7874015748031482,-0.7874015748031482
2013,Australia_Growth_Rate,0.7936507936507908,0.7936507936507908
2014,Australia_Growth_Rate,0.0,0.0
2015,Australia_Growth_Rate,0.0,0.0
2016,Australia_Growth_Rate,0.0,0.0
2017,Australia_Growth_Rate,0.7874015748031482,0.7874015748031482
2018,Australia_Growth_Rate,0.0,0.0
2019,Australia_Growth_Rate,0.78125,0.78125
2020,Australia_Growth_Rate,-2.3255813953488413,-2.3255813953488413
1990,New Zealand_Growth_Rate,,
1991,New Zealand_Growth_Rate,0.0,0.0
1992,New Zealand_Growth_Rate,0.0,0.0
1993,New Zealand_Growth_Rate,7.14285714285714,7.14285714285714
1994,New Zealand_Growth_Rate,0.0,0.0
1995,New Zealand_Growth_Rate,0.0,0.0
1996,New Zealand_Growth_Rate,6.666666666666665,6.666666666666665
1997,New Zealand_Growth_Rate,0.0,0.0
1998,New Zealand_Growth_Rate,0.0,0.0
1999,New Zealand_Growth_Rate,6.25,6.25
2000,New Zealand_Growth_Rate,0.0,0.0
2001,New Zealand_Growth_Rate,0.0,0.0
2002,New Zealand_Growth_Rate,0.0,0.0
2003,New Zealand_Growth_Rate,0.0,0.0
2004,New Zealand_Growth_Rate,5.882352941176472,5.882352941176472
2005,New Zealand_Growth_Rate,-5.555555555555558,-5.555555555555558
2006,New Zealand_Growth_Rate,0.0,0.0
2007,New Zealand_Growth_Rate,0.0,0.0
2008,New Zealand_Growth_Rate,5.882352941176472,5.882352941176472
2009,New Zealand_Growth_Rate,0.0,0.0
2010,New Zealand_Growth_Rate,5.555555555555558,5.555555555555558
2011,New Zealand_Growth_Rate,-5.263157894736848,-5.263157894736848
2012,New Zealand_Growth_Rate,5.555555555555558,5.555555555555558
2013,New Zealand_Growth_Rate,0.0,0.0
2014,New Zealand_Growth_Rate,10.526315789473696,10.526315789473696
2015,New Zealand_Growth_Rate,0.0,0.0
2016,New Zealand_Growth_Rate,0.0,0.0
2017,New Zealand_Growth_Rate,0.0,0.0
2018,New Zealand_Growth_Rate,-4.761904761904767,-4.761904761904767
2019,New Zealand_Growth_Rate,5.000000000000004,5.000000000000004
2020,New Zealand_Growth_Rate,0.0,0.0
1990,Algeria_Growth_Rate,,
1991,Algeria_Growth_Rate,4.545454545454541,4.545454545454541
1992,Algeria_Growth_Rate,4.347826086956519,4.347826086956519
1993,Algeria_Growth_Rate,0.0,0.0
1994,Algeria_Growth_Rate,-4.1666666666666625,-4.1666666666666625
1995,Algeria_Growth_Rate,4.347826086956519,4.347826086956519
1996,Algeria_Growth_Rate,-4.1666666666666625,-4.1666666666666625
1997,Algeria_Growth_Rate,4.347826086956519,4.347826086956519
1998,Algeria_Growth_Rate,4.166666666666674,4.166666666666674
1999,Algeria_Growth_Rate,8.000000000000007,8.000000000000007
2000,Algeria_Growth_Rate,0.0,0.0
2001,Algeria_Growth_Rate,0.0,0.0
2002,Algeria_Growth_Rate,7.407407407407418,7.407407407407418
2003,Algeria_Growth_Rate,6.896551724137923,6.896551724137923
2004,Algeria_Growth_Rate,0.0,0.0
2005,Algeria_Growth_Rate,3.2258064516129004,3.2258064516129004
2006,Algeria_Growth_Rate,9.375,9.375
2007,Algeria_Growth_Rate,5.714285714285716,5.714285714285716
2008,Algeria_Growth_Rate,0.0,0.0
2009,Algeria_Growth_Rate,10.81081081081081,10.81081081081081
2010,Algeria_Growth_Rate,2.4390243902439046,2.4390243902439046
2011,Algeria_Growth_Rate,2.3809523809523725,2.3809523809523725
2012,Algeria_Growth_Rate,9.302325581395344,9.302325581395344
2013,Algeria_Growth_Rate,4.255319148936176,4.255319148936176
2014,Algeria_Growth_Rate,10.20408163265305,10.20408163265305
2015,Algeria_Growth_Rate,3.703703703703698,3.703703703703698
2016,Algeria_Growth_Rate,0.0,0.0
2017,Algeria_Growth_Rate,1.7857142857142794,1.7857142857142794
2018,Algeria_Growth_Rate,7.017543859649122,7.017543859649122
2019,Algeria_Growth_Rate,6.557377049180335,6.557377049180335
2020,Algeria_Growth_Rate,-9.230769230769232,-9.230769230769232
1990,Egypt_Growth_Rate,,
1991,Egypt_Growth_Rate,0.0,0.0
1992,Egypt_Growth_Rate,3.0303030303030276,3.0303030303030276
1993,Egypt_Growth_Rate,2.941176470588225,2.941176470588225
1994,Egypt_Growth_Rate,-2.857142857142858,-2.857142857142858
1995,Egypt_Growth_Rate,5.882352941176472,5.882352941176472
1996,Egypt_Growth_Rate,5.555555555555558,5.555555555555558
1997,Egypt_Growth_Rate,5.263157894736836,5.263157894736836
1998,Egypt_Growth_Rate,5.000000000000004,5.000000000000004
1999,Egypt_Growth_Rate,2.3809523809523725,2.3809523809523725
2000,Egypt_Growth_Rate,-4.651162790697672,-4.651162790697672
2001,Egypt_Growth_Rate,14.634146341463406,14.634146341463406
2002,Egypt_Growth_Rate,2.127659574468077,2.127659574468077
2003,Egypt_Growth_Rate,4.166666666666674,4.166666666666674
2004,Egypt_Growth_Rate,8.000000000000007,8.000000000000007
2005,Egypt_Growth_Rate,14.814814814814813,14.814814814814813
2006,Egypt_Growth_Rate,6.451612903225801,6.451612903225801
2007,Egypt_Growth_Rate,6.060606060606055,6.060606060606055
2008,Egypt_Growth_Rate,4.285714285714293,4.285714285714293
2009,Egypt_Growth_Rate,2.7397260273972712,2.7397260273972712
2010,Egypt_Growth_Rate,-1.3333333333333308,-1.3333333333333308
2011,Egypt_Growth_Rate,4.054054054054057,4.054054054054057
2012,Egypt_Growth_Rate,2.5974025974025983,2.5974025974025983
2013,Egypt_Growth_Rate,-1.2658227848101222,-1.2658227848101222
2014,Egypt_Growth_Rate,2.564102564102555,2.564102564102555
2015,Egypt_Growth_Rate,1.2499999999999956,1.2499999999999956
2016,Egypt_Growth_Rate,8.64197530864197,8.64197530864197
2017,Egypt_Growth_Rate,5.681818181818188,5.681818181818188
2018,Egypt_Growth_Rate,3.2258064516129004,3.2258064516129004
2019,Egypt_Growth_Rate,1.041666666666674,1.041666666666674
2020,Egypt_Growth_Rate,-5.154639175257736,-5.154639175257736
1990,Nigeria_Growth_Rate,,
1991,Nigeria_Growth_Rate,6.060606060606055,6.060606060606055
1992,Nigeria_Growth_Rate,2.857142857142847,2.857142857142847
1993,Nigeria_Growth_Rate,2.777777777777768,2.777777777777768
1994,Nigeria_Growth_Rate,-2.7027027027026973,-2.7027027027026973
1995,Nigeria_Growth_Rate,1.388888888888884,1.388888888888884
1996,Nigeria_Growth_Rate,4.109589041095885,4.109589041095885
1997,Nigeria_Growth_Rate,3.9473684210526327,3.9473684210526327
1998,Nigeria_Growth_Rate,1.2658227848101333,1.2658227848101333
1999,Nigeria_Growth_Rate,3.750000000000009,3.750000000000009
2000,Nigeria_Growth_Rate,4.819277108433728,4.819277108433728
2001,Nigeria_Growth_Rate,4.597701149425282,4.597701149425282
2002,Nigeria_Growth_Rate,3.296703296703307,3.296703296703307
2003,Nigeria_Growth_Rate,4.255319148936176,4.255319148936176
2004,Nigeria_Growth_Rate,1.0204081632652962,1.0204081632652962
2005,Nigeria_Growth_Rate,6.060606060606055,6.060606060606055
2006,Nigeria_Growth_Rate,0.952380952380949,0.952380952380949
2007,Nigeria_Growth_Rate,3.7735849056603765,3.7735849056603765
2008,Nigeria_Growth_Rate,2.7272727272727337,2.7272727272727337
2009,Nigeria_Growth_Rate,-1.7699115044247815,-1.7699115044247815
2010,Nigeria_Growth_Rate,14.414414414414424,14.414414414414424
2011,Nigeria_Growth_Rate,9.4488188976378,9.4488188976378
2012,Nigeria_Growth_Rate,0.7194244604316502,0.7194244604316502
2013,Nigeria_Growth_Rate,2.1428571428571352,2.1428571428571352
2014,Nigeria_Growth_Rate,2.7972027972027913,2.7972027972027913
2015,Nigeria_Growth_Rate,-1.3605442176870763,-1.3605442176870763
2016,Nigeria_Growth_Rate,3.4482758620689724,3.4482758620689724
2017,Nigeria_Growth_Rate,1.333333333333342,1.333333333333342
2018,Nigeria_Growth_Rate,5.263157894736836,5.263157894736836
2019,Nigeria_Growth_Rate,-1.8750000000000044,-1.8750000000000044
2020,Nigeria_Growth_Rate,1.273885350318471,1.273885350318471
1990,South Africa_Growth_Rate,,
1991,South Africa_Growth_Rate,2.2222222222222143,2.2222222222222143
1992,South Africa_Growth_Rate,-4.347826086956519,-4.347826086956519
1993,South Africa_Growth_Rate,6.818181818181812,6.818181818181812
1994,South Africa_Growth_Rate,4.255319148936176,4.255319148936176
1995,South Africa_Growth_Rate,6.1224489795918435,6.1224489795918435
1996,South Africa_Growth_Rate,2.8846153846153744,2.8846153846153744
1997,South Africa_Growth_Rate,1.869158878504673,1.869158878504673
1998,South Africa_Growth_Rate,1.83486238532109,1.83486238532109
1999,South Africa_Growth_Rate,-1.8018018018018056,-1.8018018018018056
2000,South Africa_Growth_Rate,0.0,0.0
2001,South Africa_Growth_Rate,-3.669724770642202,-3.669724770642202
2002,South Africa_Growth_Rate,-4.761904761904767,-4.761904761904767
2003,South Africa_Growth_Rate,12.99999999999999,12.99999999999999
2004,South Africa_Growth_Rate,8.849557522123884,8.849557522123884
2005,South Africa_Growth_Rate,-4.0650406504065035,-4.0650406504065035
2006,South Africa_Growth_Rate,1.6949152542372836,1.6949152542372836
2007,South Africa_Growth_Rate,9.166666666666657,9.166666666666657
2008,South Africa_Growth_Rate,8.3969465648855,8.3969465648855
2009,South Africa_Growth_Rate,1.4084507042253502,1.4084507042253502
2010,South Africa_Growth_Rate,-6.944444444444442,-6.944444444444442
2011,South Africa_Growth_Rate,2.238805970149249,2.238805970149249
2012,South Africa_Growth_Rate,-4.379562043795615,-4.379562043795615
2013,South Africa_Growth_Rate,-0.7633587786259555,-0.7633587786259555
2014,South Africa_Growth_Rate,6.153846153846154,6.153846153846154
2015,South Africa_Growth_Rate,-6.521739130434778,-6.521739130434778
2016,South Africa_Growth_Rate,4.651162790697683,4.651162790697683
2017,South Africa_Growth_Rate,0.7407407407407307,0.7407407407407307
2018,South Africa_Growth_Rate,-1.4705882352941124,-1.4705882352941124
2019,South Africa_Growth_Rate,-3.731343283582089,-3.731343283582089
2020,South Africa_Growth_Rate,-3.875968992248058,-3.875968992248058
1990,Iran_Growth_Rate,,
1991,Iran_Growth_Rate,11.594202898550732,11.594202898550732
1992,Iran_Growth_Rate,5.1948051948051965,5.1948051948051965
1993,Iran_Growth_Rate,7.407407407407418,7.407407407407418
1994,Iran_Growth_Rate,11.494252873563227,11.494252873563227
1995,Iran_Growth_Rate,4.123711340206193,4.123711340206193
1996,Iran_Growth_Rate,-2.970297029702973,-2.970297029702973
1997,Iran_Growth_Rate,11.22448979591837,11.22448979591837
1998,Iran_Growth_Rate,1.83486238532109,1.83486238532109
1999,Iran_Growth_Rate,13.513513513513509,13.513513513513509
2000,Iran_Growth_Rate,-2.3809523809523836,-2.3809523809523836
2001,Iran_Growth_Rate,8.130081300813007,8.130081300813007
2002,Iran_Growth_Rate,3.759398496240607,3.759398496240607
2003,Iran_Growth_Rate,3.6231884057970953,3.6231884057970953
2004,Iran_Growth_Rate,9.090909090909083,9.090909090909083
2005,Iran_Growth_Rate,10.897435897435903,10.897435897435903
2006,Iran_Growth_Rate,4.046242774566466,4.046242774566466
2007,Iran_Growth_Rate,6.111111111111112,6.111111111111112
2008,Iran_Growth_Rate,7.329842931937169,7.329842931937169
2009,Iran_Growth_Rate,-0.4878048780487809,-0.4878048780487809
2010,Iran_Growth_Rate,0.0,0.0
2011,Iran_Growth_Rate,1.9607843137254832,1.9607843137254832
2012,Iran_Growth_Rate,4.807692307692313,4.807692307692313
2013,Iran_Growth_Rate,1.83486238532109,1.83486238532109
2014,Iran_Growth_Rate,7.2072072072072,7.2072072072072
2015,Iran_Growth_Rate,0.0,0.0
2016,Iran_Growth_Rate,3.3613445378151363,3.3613445378151363
2017,Iran_Growth_Rate,6.5040650406503975,6.5040650406503975
2018,Iran_Growth_Rate,1.526717557251911,1.526717557251911
2019,Iran_Growth_Rate,1.1278195488721776,1.1278195488721776
2020,Iran_Growth_Rate,-0.371747211895912,-0.371747211895912
1990,Kuwait_Growth_Rate,,
1991,Kuwait_Growth_Rate,-66.66666666666667,-66.66666666666667
1992,Kuwait_Growth_Rate,200.0,200.0
1993,Kuwait_Growth_Rate,33.33333333333333,33.33333333333333
1994,Kuwait_Growth_Rate,16.666666666666675,16.666666666666675
1995,Kuwait_Growth_Rate,7.14285714285714,7.14285714285714
1996,Kuwait_Growth_Rate,-6.666666666666665,-6.666666666666665
1997,Kuwait_Growth_Rate,7.14285714285714,7.14285714285714
1998,Kuwait_Growth_Rate,13.33333333333333,13.33333333333333
1999,Kuwait_Growth_Rate,5.882352941176472,5.882352941176472
2000,Kuwait_Growth_Rate,5.555555555555558,5.555555555555558
2001,Kuwait_Growth_Rate,5.263157894736836,5.263157894736836
2002,Kuwait_Growth_Rate,0.0,0.0
2003,Kuwait_Growth_Rate,5.000000000000004,5.000000000000004
2004,Kuwait_Growth_Rate,14.28571428571428,14.28571428571428
2005,Kuwait_Growth_Rate,12.5,12.5
2006,Kuwait_Growth_Rate,-7.4074074074074066,-7.4074074074074066
2007,Kuwait_Growth_Rate,0.0,0.0
2008,Kuwait_Growth_Rate,12.00000000000001,12.00000000000001
2009,Kuwait_Growth_Rate,3.571428571428581,3.571428571428581
2010,Kuwait_Growth_Rate,0.0,0.0
2011,Kuwait_Growth_Rate,-3.4482758620689613,-3.4482758620689613
2012,Kuwait_Growth_Rate,3.571428571428581,3.571428571428581
2013,Kuwait_Growth_Rate,3.4482758620689724,3.4482758620689724
2014,Kuwait_Growth_Rate,-9.999999999999998,-9.999999999999998
2015,Kuwait_Growth_Rate,22.222222222222232,22.222222222222232
2016,Kuwait_Growth_Rate,9.090909090909083,9.090909090909083
2017,Kuwait_Growth_Rate,-5.555555555555558,-5.555555555555558
2018,Kuwait_Growth_Rate,0.0,0.0
2019,Kuwait_Growth_Rate,5.882352941176472,5.882352941176472
2020,Kuwait_Growth_Rate,5.555555555555558,5.555555555555558
1990,Saudi Arabia_Growth_Rate,,
1991,Saudi Arabia_Growth_Rate,17.24137931034482,17.24137931034482
1992,Saudi Arabia_Growth_Rate,13.235294117647056,13.235294117647056
1993,Saudi Arabia_Growth_Rate,3.8961038961038863,3.8961038961038863
1994,Saudi Arabia_Growth_Rate,5.000000000000004,5.000000000000004
1995,Saudi Arabia_Growth_Rate,1.1904761904761862,1.1904761904761862
1996,Saudi Arabia_Growth_Rate,5.882352941176472,5.882352941176472
1997,Saudi Arabia_Growth_Rate,-4.444444444444439,-4.444444444444439
1998,Saudi Arabia_Growth_Rate,6.976744186046502,6.976744186046502
1999,Saudi Arabia_Growth_Rate,2.1739130434782705,2.1739130434782705
2000,Saudi Arabia_Growth_Rate,4.255319148936176,4.255319148936176
2001,Saudi Arabia_Growth_Rate,2.0408163265306145,2.0408163265306145
2002,Saudi Arabia_Growth_Rate,13.99999999999999,13.99999999999999
2003,Saudi Arabia_Growth_Rate,0.8771929824561431,0.8771929824561431
2004,Saudi Arabia_Growth_Rate,0.0,0.0
2005,Saudi Arabia_Growth_Rate,6.956521739130439,6.956521739130439
2006,Saudi Arabia_Growth_Rate,7.317073170731714,7.317073170731714
2007,Saudi Arabia_Growth_Rate,4.545454545454541,4.545454545454541
2008,Saudi Arabia_Growth_Rate,9.420289855072461,9.420289855072461
2009,Saudi Arabia_Growth_Rate,5.298013245033117,5.298013245033117
2010,Saudi Arabia_Growth_Rate,10.062893081761004,10.062893081761004
2011,Saudi Arabia_Growth_Rate,5.142857142857138,5.142857142857138
2012,Saudi Arabia_Growth_Rate,2.717391304347827,2.717391304347827
2013,Saudi Arabia_Growth_Rate,-0.5291005291005346,-0.5291005291005346
2014,Saudi Arabia_Growth_Rate,10.106382978723394,10.106382978723394
2015,Saudi Arabia_Growth_Rate,4.347826086956519,4.347826086956519
2016,Saudi Arabia_Growth_Rate,-0.462962962962965,-0.462962962962965
2017,Saudi Arabia_Growth_Rate,1.8604651162790642,1.8604651162790642
2018,Saudi Arabia_Growth_Rate,-2.2831050228310557,-2.2831050228310557
2019,Saudi Arabia_Growth_Rate,0.4672897196261738,0.4672897196261738
2020,Saudi Arabia_Growth_Rate,-2.7906976744186074,-2.7906976744186074
1990,United Arab Emirates_Growth_Rate,,
1991,United Arab Emirates_Growth_Rate,14.999999999999991,14.999999999999991
1992,United Arab Emirates_Growth_Rate,-4.347826086956519,-4.347826086956519
1993,United Arab Emirates_Growth_Rate,4.545454545454541,4.545454545454541
1994,United Arab Emirates_Growth_Rate,13.043478260869556,13.043478260869556
1995,United Arab Emirates_Growth_Rate,7.692307692307687,7.692307692307687
1996,United Arab Emirates_Growth_Rate,3.571428571428581,3.571428571428581
1997,United Arab Emirates_Growth_Rate,6.896551724137923,6.896551724137923
1998,United Arab Emirates_Growth_Rate,3.2258064516129004,3.2258064516129004
1999,United Arab Emirates_Growth_Rate,0.0,0.0
2000,United Arab Emirates_Growth_Rate,-3.125,-3.125
2001,United Arab Emirates_Growth_Rate,29.032258064516125,29.032258064516125
2002,United Arab Emirates_Growth_Rate,-2.500000000000002,-2.500000000000002
2003,United Arab Emirates_Growth_Rate,-2.564102564102566,-2.564102564102566
2004,United Arab Emirates_Growth_Rate,10.526315789473696,10.526315789473696
2005,United Arab Emirates_Growth_Rate,4.761904761904767,4.761904761904767
2006,United Arab Emirates_Growth_Rate,4.545454545454541,4.545454545454541
2007,United Arab Emirates_Growth_Rate,8.695652173913038,8.695652173913038
2008,United Arab Emirates_Growth_Rate,17.999999999999993,17.999999999999993
2009,United Arab Emirates_Growth_Rate,8.47457627118644,8.47457627118644
2010,United Arab Emirates_Growth_Rate,-4.6875,-4.6875
2011,United Arab Emirates_Growth_Rate,-1.6393442622950838,-1.6393442622950838
2012,United Arab Emirates_Growth_Rate,6.666666666666665,6.666666666666665
2013,United Arab Emirates_Growth_Rate,6.25,6.25
2014,United Arab Emirates_Growth_Rate,8.823529411764696,8.823529411764696
2015,United Arab Emirates_Growth_Rate,2.7027027027026973,2.7027027027026973
2016,United Arab Emirates_Growth_Rate,3.9473684210526327,3.9473684210526327
2017,United Arab Emirates_Growth_Rate,-1.2658227848101222,-1.2658227848101222
2018,United Arab Emirates_Growth_Rate,0.0,0.0
2019,United Arab Emirates_Growth_Rate,6.41025641025641,6.41025641025641
2020,United Arab Emirates_Growth_Rate,-2.409638554216864,-2.409638554216864
